ID,alias,city,degrees_highest,operating,state,url,zip5
488679,Indiana Wesleyan University-National & Global,Marion,9,1,IN,https://www.indwes.edu,46953
490197,Regan Career Institute,El Monte,2,1,CA,rci.edu,91731-3254
488907,Wongu University of Oriental Medicine,Las Vegas,7,1,NV,www.wongu.org,89123-2836
488004,Central Yeshiva Beth Joseph,Brooklyn,5,1,NY,centralyeshivabethjoseph.com,11230-6043
490407,Hogan Institute of Cosmetology and Esthetics,Lilburn,2,1,GA,www.hoganinstituteofcosmetologyandesthetics.com,30047-3717
490568,Career Quest Learning Center-Mt. Pleasant,Mount Pleasant,3,1,MI,www.careerquest.edu,48858-4427
487791,Arclabs,Piedmont,2,1,SC,www.arclabs.edu,29673-6729
487959,Dalton Institute of Esthetics and Cosmetology,Dalton,2,1,GA,www.daltoninstitute.com,30720-8402
488989,Paul Mitchell the School-Webster,Webster,2,1,TX,paulmitchell.edu/houston-webster,77598-0000
490692,Cincinnati School of Barbering & Hair Design Inc,Cincinnati,4,1,OH,cincinnatischoolofbarbering.net/,45239
443395,McCann School of Business & Technology,Dickson City,3,1,PA,www.mccann.edu,18519
488271,Fosbre Academy of Hair Design,Olympia,2,1,WA,www.fosbre.edu,98501-1018
490054,Health Career Institute,West Palm Beach,3,1,FL,www.hci.edu/,33409-5189
491093,National American University-Garden City,Garden City,5,1,KS,www.national.edu/locations/campuses/garden-city/,67846-6333
489283,The College of Health Care Professions-McAllen Campus,McAllen,3,1,TX,www.chcp.edu/,78504-4398
491163,Advanced College-Stockton,Stockton,3,1,CA,www.advancedcollege.edu,95120-3145
490115,Nashville Film Institute,Nashville,2,1,TN,nfi.edu,37210-4225
487816,Midfield Institute of Cosmetology,Midfield,2,1,AL,www.midfieldic.org,35228-2233
488378,International Beauty Education Center,Airway Heights,2,1,WA,ibec.edu,99001-0000
490814,Ross Medical Education Center - Kalamazoo,Kalamazoo,2,1,MI,www.rosseducation.edu,49009-1003
488776,Radiological Technologies University VT,South Bend,7,1,IN,rtuvt.edu,46601-2352
490489,Metro Detroit Barber College,Detroit,4,1,MI, ,48221-2650
487898,B-Unique Beauty and Barber Academy,Greenville,2,1,SC,bubba-online.com,29607-2314
489043,Lil Lou's Beauty and Barber College-Portage,Portage,2,1,IN,www.lillousbarbercollege.com,46368-4740
490203,Bolivar Technical College,Bolivar,3,1,MO,www.bolivarcollege.org,65613-8095
488156,DMost Beauty & Body Institute,Lithia  Springs,2,1,GA,dbbi.school,30122-2954
491109,National American University-Watertown,Watertown,5,1,SD,www.national.edu/locations/campuses/watertown/,57201-9123
488013,Garden State Science and Technology Institute,Jersey City,1,1,NJ,www.gssti.edu,07306-2714
488396,Ultimate Touch Barber College,Richton Park,2,1,IL,www.ultimatetouchbarbercollege1.com,60471-1404
489414,Institute of Beauty Occupations and Technology Course-San Sebastian,San Sebastian,2,1,PR,www.ibotechnology.com,00685-9998
487807,Top of the Line Barber College,Charleston,2,1,SC,www.topofthelinebarbercollege.edu,29407-2228
490300,Cutting Edge Academy,Succasunna,2,1,NJ,www.cuttingedgeacademynj.com,07876-1311
490470,Massage Institute of Memphis,Memphis,1,1,TN,www.themassageinstitute.com,38104-4138
487968,CAAN Academy of Nursing,Matteson,2,1,IL,caanacademy.org,60443-3821
488332,Hope College of Arts and Sciences,Pompano Beach,5,1,FL,hcas.edu,33069-3240
490328,Mechon L'hoyroa,Monsey,5,1,NY,www.mechonlhoyroa.com,10952-2710
488970,Ross Medical Education Center-Midland,Midland,2,1,MI,www.rosseducation.edu,48640-2690
491048,Beaux Cheveux Academy Of Cosmetology,Brigham City,2,1,UT,beauxcheveuxacademy.com,84302
488086,Northwest Suburban College,Rollng Meadows,3,1,IL,nwsc.edu/,60008-4504
491136,Empire Beauty School-Tampa,Tampa,2,1,FL,www.empire.edu,33619-2619
169813,Creative Hair School of Cosmetology,Flint,2,1,MI,creativehairschool.com,48504-1523
490717,L Makeup Institute,Las Vegas,1,1,NV,lmakeupinstitute.com/,89145
490045,Presbyterian Theological Seminary in America,Santa Fe Springs,7,1,CA,ptsa.edu,90670-5647
490285,California Institute of Arts & Technology,San Diego,3,1,CA,www.ciat.edu,92108-3822
489201,Clovis Community College,Fresno,4,1,CA,www.cloviscollege.edu/,93730
488369,Premier Barber Institute,Norristown,2,1,PA,www.premierbarberinstitute.com,19401-5163
488226,Center for Neurosomatic Studies,Clearwater,2,1,FL,cns.edu,33760-3712
488572,California Health Sciences University,Clovis,9,1,CA,chsu.org/,93612
490674,Manuel and Theresa's School of Hair Design,Brenham,2,1,TX,www.manuelandtheresasschoolofhair.com/,77833-3033
491190,The Chicago School of Professional Psychology at San Diego,San Diego,9,1,CA,https://www.thechicagoschool.edu/san-diego/,92101-7903
487889,Regional Center for Border Health,Yuma,1,1,AZ,www.rcbh.edu/index.html,85364-4106
489760,Milan Institute-Bakersfield West,Bakersfield,3,1,CA,www.milaninstitute.edu,93308-9301
491288,University of Wisconsin-Milwaukee Flex,Milwaukee,5,1,WI,https://flex.wisconsin.edu,53201
488800,Teachers College of San Joaquin,Stockton,7,1,CA,www.teacherscollegesj.edu,95206
489256,Caribbean Aviation Training Institute Inc,Carolina,2,1,PR,www.caribav.com/,00979
488147,PiBerry Institute,Homestead,2,1,FL,https://www.piberry.edu/,33033-3215
490230,Reformed University,Lawrenceville,7,1,GA,runiv.edu,30043-5604
488411,Hoss Lee Academy,Roseville,2,1,CA,hossleeacademy.com,95661-5233
489159,Kenneth Shuler School of Cosmetology-Goose Creek,Goose Creek,2,1,SC,www.kennethshuler.com,29445-6694
488387,Claremont Lincoln University,Claremont,7,1,CA,https://claremontlincoln.edu,91711-4744
490133,Westcliff University,Irvine,9,1,CA,www.westcliff.edu/,92612-4696
490850,East-West University,Keshena,5,1,WI,www.eastwest.edu,54135-0279
487870,Beyond The Basics School of Cosmetology,Marshfield,2,1,MO,www.beyondthebasicsschoolofcosmetology.com,65706-0003
491084,Unitech Training Academy-Baton Rouge,Baton Rouge,2,1,LA,www.unitechtrainingacademy.com,70816-4040
490142,World Class Academy of Beauty Careers,Tallahassee,2,1,FL,https://www.worldclassacademybeautycareers.com,32310-6831
490337,My Beauty & Barber College,Sacramento,2,1,CA,mybeautycollege.com/,95823-4687
487977,Martinsburg College,Martinsburg,3,1,WV,www.martinsburgcollege.edu,25404-6204
489788,Kaplan University-Milwaukee,Milwaukee,9,1,WI,www.kaplanuniversity.edu,53203-2303
489900,Palm Beach Academy of Health & Beauty-Distinct Health Educational Center,Lauderhill,1,1,FL,www.distincthealthedu.com/,33319-6243
431628,Mitchell Cosmetology College,Alabaster,2,1,AL,mitchellcosmetologycollege.com,35007-8921
488314,Beth Medrash of Asbury Park,Lakewood,5,1,NJ,Baismedrashzichronmeir.com,08701-5842
488253,Focus Personal Training Institute,New York,1,1,NY,www.focustrainerinstitute.edu,10001-6217
490504,Yeshiva Ohr Naftoli,New Windsor,5,1,NY,www.yeshivaohrnaftoli.com,12553-8006
489140,House of Heavilin Beauty College-Academy of Beauty Professionals,Green Bay,2,1,WI,abpi.com,54303-4838
488891,South Dade Technical College-South Dade Skills Center Campus,Leisure City,2,1,FL,sdec.dadeschools.net/,33033-1412
489779,Kaplan University-Indianapolis,Indianapolis,9,1,IN,www.kaplanuniversity.edu,46240-0000
490878,Platt College-Anaheim,Anaheim,5,1,CA,www.plattcollege.edu,92806-5949
487773,Butte County Regional Occupational Program,Chico,2,1,CA,ctec.bcoe.org,95928-7191
488730,Northeast Lakeview College,Universal City,3,1,TX,www.alamo.edu,78145
488138,Learning Bridge Career Institute,Houma,1,1,LA,https://www.lbcihouma.com,70360-2816
490212,Baldy View Regional Occupational Program,Ontario,2,1,CA,www.baldyviewrop.com,91764-5500
488420,Indiana Massage College,Indianapolis,1,1,IN,https://www.indianamassagecollege.com,46290
490106,Virginia University of Oriental Medicine,Fairfax,9,1,VA,vuom.edu,22031-5310
490221,MAK Beauty Institute,Cumming,2,1,GA,makbeautyinstitute.com,30040-2783
487861,Felbry College School of Nursing,Columbus,3,1,OH,felbrycollege.edu/,43231-2256
491118,National American University-Career Point College Teachout Site,San Antonio,5,1,TX,www.national.edu/locations/campuses/,78201-6549
489812,Pima Medical Institute-Dillon,Dillon,3,1,MT,www.pmi.edu,59725-3581
488952,Ross Medical Education Center-Elyria,Elyria,2,1,OH,www.rosseducation.edu,44035-2885
490452,Kor Beauty Academy,Peoria,2,1,AZ,korbeautyacademy.org,85382-4958
482927,McCann School of Business & Technology,Wilkes-Barre,3,1,PA,mccann.edu/,18702
487746,Yeshiva Zichron Aryeh,Far Rockaway,5,1,NY,yeshivazichronaryeh.com,11691-0000
488305,Elim Bible Institute and College,Lima,3,1,NY,www.elim.edu,14485-9704
488934,Tulsa Technology Center,Tulsa,4,1,OK,tulsatech.edu,74145
438221,McCann School of Business & Technology,Lewisburg,3,1,PA,www.mccann.edu,17837
488961,Ross Medical Education Center-Lafayette,Lafayette,3,1,IN,www.rosseducation.edu,47905-5159
487904,Kentucky Horseshoeing School,Richmond,2,1,KY,www.kentuckyhorseshoeingschool.com,40475-1810
491224,Tricoci University of Beauty Culture-Janesville,Janesville,4,1,WI,www.tricociuniversity.edu,53548
490513,Bais Medrash Mayan Hatorah,Lakewood,5,1,NJ,www.baismedrashmayanhatorah.com,08701-1445
490869,American Institute-Somerset,Somerset,2,1,NJ,www.americaninstitute.com,08873-1100
488022,Barber Tech Academy,Orangeburg,2,1,SC,www.barbertechacademy.com,29115-6069
488785,University of Saint Katherine,San Marcos,5,1,CA,www.skcca.edu,92069
490081,America Evangelical University,Los Angeles,9,1,CA,www.aeu.edu/,90006-5860
488280,National Personal Training Institute,Winter Park,1,1,FL,nptiorlando.com/,32789-7101
490832,Ross College-Canton,Canton,3,1,OH,www.rosseducation.edu,44718-3674
489238,Boca Beauty Academy-Parkland,Parkland,2,1,FL,www.bocabeautyacademy.edu,33073-4526
488828,Totally Cosmo School of Modern Cosmetology,Broken Bow,2,1,OK,totallycosmo.com,74728
488040,Construction Training Center,Columbia,1,1,SC,www.constructiontrainingcenter.org,29209
488837,U.S. Truck Driver Training School,Sterling Heights,1,1,MI,https://ustdts.edu/,48312-4518
490090,Gadsden Technical Institute,Quincy,4,1,FL,www.gadsdentech.org,32351-4415
490975,Fortis College-Cutler Bay,Cutler Bay,3,1,FL,https://fortis.edu/campuses/florida/cutler-bay/19600-south-dixie-highway-cutler-bay-fl.aspx,33157-7693
490319,Yeshiva Bais Aharon,Lakewood,5,1,NJ,www.yeshivabaisaharon.com,08701-2053
488554,Burrell College of Osteopathic Medicine,Las Cruces,9,1,NM,https://bcomnm.org/,88001
219851,Austin's Beauty College Inc,Clarksville,2,1,TN,www.austinbeautycollege.com,37040-3107
490258,American Barber Academy,Reading,2,1,PA,americanbarberacademy.com,19611-2040
490443,The Esthetic Institute,Vienna,1,1,VA,estheticinstitute.com/,22182-3818
490018,National Personal Training Institute-Tampa,Tampa,1,1,FL,nationalpti.edu/school/tampa-fl/,33634
487852,American Institute of Alternative Medicine,East Brunswick,1,1,NJ,massageschoolnewjersey.com,08816
489399,Harris School of Business-Danbury,Danbury,2,1,CT,www.schooliya.com/peg/Danbury/index.html,06810-7857
490124,Los Angeles Academy of Figurative Art,Van Nuys,5,1,CA,laafa.edu,91406-2127
490151,Allied Health Careers Institute,Murfreesboro,1,1,TN,www.ahci.edu,37130-5996
490461,EduMed Partners,Goodlettsville,1,1,TN,www.edumed-partners.com,37072-2329
488341,Ferrara's Beauty School,Forest Hills,2,1,NY,www.ferrarasbeautyschool.edu,11375-9601
490522,Allgood Beauty Institute,Frisco,2,1,TX,allgoodbeauty.com,75033-4112
491145,Empire Beauty School-Lakeland,Lakeland,2,1,FL,www.empire.edu,33809-0514
487913,Tri-State Barber College,Ashland,2,1,KY,www.tri-statebarbercollege.com,41101-7746
487995,Alhambra Medical University,Alhambra,7,1,CA,www.amu.edu,91803
491057,Yeshiva Kollel Tifereth Elizer,Brooklyn,5,1,NY,www.yeshivakolleltiferethelizer.com,11219
488031,Abraham Lincoln University,Los Angeles,9,1,CA,www.alu.edu/,90010
490346,Elyon College,Brooklyn,3,1,NY,elyon.edu,11204-4801
490355,Georgie International Beauty Institute,Cuyahoga Falls,2,1,OH,www.georgieinternationalbeauty.com,44223-1328
488235,Lebanon College of Cosmetology,Lebanon,2,1,MO,www.lebanoncollege.edu,65536-3800
490735,Peloton College,Arlington,2,1,TX,pelotoncollege.edu/,76011-9998
489122,House of Heavilin Beauty College-Academy of Beauty Professionals,Madison,2,1,WI,abpwi.com,53719-1111
487834,Med-Life Institute-Naples,Naples,3,1,FL,WWW.MEDLIFEINSTITUTE.COM,34113-4131
488129,Textures Institute of Cosmetology,Indianapolis,2,1,IN,texturesinstitute.org,46268-3635
489344,Chamberlain University-North Carolina,Charlotte,5,1,NC,www.chamberlain.edu,28273
489830,Arthur's Beauty College-Jonesboro,Jonesboro,2,1,AR,www.arthursbeautycollege.com,72401
488299,Mission Beauty Institute,Mission,2,1,TX,www.missionbeautycollege.com,78572-4404
488527,Arkansas Colleges of Health Education,Fort Smith,9,1,AR,acheedu.org,72916-0366
488059,Med Academy,Hialeah,2,1,FL,www.medacademy.edu,33018-4937
489326,Community Technological Institute of Miami,Miami,2,1,FL,www.ctim4edu.com,33135
491242,Johnny Matthew's Hairdressing Training School,Salem,2,1,OR,www.johnnymatthews.com,97301
489937,Piedmont International University,Winston-Salem,9,1,NC,www.piedmontu.edu,27101
490249,Mobile Technical Training,South Hackensack,1,1,NJ,www.mobiletechtraining.com,07606-0000
490531,Ray J's College of Hair,Baton Rouge,2,1,LA,www.ray-jscollegeofhair.com,70806-1522
487843,Med-Life Institute-Lauderdale Lakes,Lauderdale Lakes,3,1,FL,www.medlifeinstitute.com,33319-4825
460376,Virginia International University,Fairfax,7,1,VA,www.viu.edu,22030-0000
490009,Spartan College of Aeronautics and Technology,Westminster,4,1,CO,www.spartan.edu,80234-3610
489247,American Beauty Academy-West Valley Campus,West Valley City,2,1,UT,americanbeautyutah.com,84119
463056,University of Connecticut-Hartford Campus,Hartford,5,1,CT,hartford.uconn.edu/,06103
434292,Anson College of Cosmetology,Wadesboro,2,1,NC,ansoncollegeofcosmetology.com,28170-2147
490841,Ross Medical Education Center-Grand Rapids North,Grand Rapids,2,1,MI,www.rosseducation.edu,49525-2473
487922,Image Maker Beauty Institute,Hendersonville,2,1,TN,www.imagemakerbeauty.com,37075-4488
491297,University of Wisconsin-Parkside Flex,Kenosha,6,1,WI,https://flex.wisconsin.edu,53141
458450,McCann School of Business & Technology,Carlisle,3,1,PA,www.mccann.edu,17013
491394,Edge Tech Academy,Hurst,1,1,TX,edgetechacademy.edu/,76053-3701
489131,House of Heavilin Beauty College-Academy of Beauty Professionals,Appleton,2,1,WI,abpwi.com,54914-5780
488439,Kenny's Academy of Barbering,Indianapolis,2,1,IN,kennysacademy.com,46222-2327
488749,Paul Mitchell the School-Jessup,Jessup,2,1,MD,https://paulmitchell.edu/jessup,20794
490160,Sacramento Ultrasound Institute,Sacramento,4,1,CA,sui.edu,95825-0570
489821,Med-Life Institute-Kissimmee,Kissimmee,3,1,FL,www.medlifeinstitute.com/,34746
488925,International Diving Institute,North Charleston,1,1,SC,www.idicharleston.edu/,29405-2206
490364,C. Alexander School of Cosmetology,Little Rock,2,1,AR,calexanderschool.com,72204-6001
489353,Chamberlain University-California,Rancho Cordova,5,1,CA,www.chamberlain.edu,95670
488068,Huntington College of Health Sciences,Knoxville,9,1,TN,www.hchs.edu,37918-8230
491251,The Culinary School of Fort Worth,Fort Worth,1,1,TX,csftw.edu,76116
488590,Christian Culinary Academy,Cannon Beach,2,1,OR,www.christianchefs.org/school,97110-1484
489371,Spartan College of Aeronautics and Technology,Riverside,4,1,CA,www.spartan.edu,92509-8716
488846,University of the People,Pasadena,7,1,CA,uopeople.edu,91101
490601,Kansas City University of Medicine and Biosciences-Joplin,Joplin,9,1,MO,www.kcumb.edu,64804-1598
483577,Franklin Hair Academy School of Cosmetology,Franklin,2,1,TN,franklinhairacademy.com,37064-2126
490276,Yeshiva Shaar Ephraim,Monsey,5,1,NY,shaarephraim.org,10952-2732
488217,Medical Career & Technical College,Richmond,2,1,KY,www.medicalcareerandtechnicalcollege.edu,40475-2614
490072,Great Lakes Truck Driving School,Columbia Station,1,1,OH,greatlakestds.com/,44028-9074
490179,Medical Prep Institute of Tampa Bay,Tampa,5,1,FL,www.medicalprepinstitute.org,33612-8408
490425,Ann Webb Skin Institute,Austin,2,1,TX,awskininstitute.com,78759-3936
195562,St. Joseph's College-Long Island,Patchogue,8,1,NY,sjcny.edu,11772
490294,"Elite Cosmetology, Barber & Spa Academy",Yakima,2,1,WA,elitecbsacademy.com,98902-5105
488192,DeHart Technical School,Modesto,1,1,CA,www.deharttechnicalschool.com,95356-9292
488110,Natural Images Beauty College,Clute,2,1,TX,natural-images-bc.com/,77531-3603
491233,Unlimited Cosmetology School,Hattiesburg,2,1,MS,www.unlmtdcosmetologyschoolms.com/,39401
488448,Seattle Film Institute,Seattle,7,1,WA,https://www.sfi.edu/#fronttable,98119-1707
489104,National American University-Westwood Teach-Out Site,Aurora,5,1,CO,www.national.edu/,80011-8754
490434,Apex Academy Hair Skin Nails School of Cosmetology,Ontario,2,1,OH,www.apexacademy2013.com/,44906-1793
488350,Yeshiva Gedolah Shaarei Shmuel,Lakewood,5,1,NJ,yeshivagedolahshaareishmuel.com,08701-3623
